1218,1508,37555,
1216,1495,61640,
1222,1495,158978,
1216,1496,237362,
1218,1494,97706,
1219,1508,205052,
1213,1493,181518,
1223,1497,86766,
1216,1496,256386,
1218,1493,151848,
1218,1505,41769,
1216,1495,56462,
1219,1498,156458,
1216,1495,240942,
1220,1493,93507,
1218,1506,195556,
1215,1492,184715,
1221,1498,88822,
1217,1494,252936,
1219,1492,152995,
1223,1505,45948,
1215,1495,53461,
1222,1498,155443,
1217,1495,245683,
1216,1493,92011,
1225,1504,191359,
1216,1493,188795,
1221,1499,90869,
1216,1494,248350,
1217,1494,154143,
1227,1504,50025,
1217,1492,50025,
1218,1497,154360,
1217,1495,250068,
1217,1493,90821,
1231,1503,188196,
1215,1494,191662,
1220,1498,92472,
1216,1496,246825,
1215,1492,156135,
1234,1502,54721,
1216,1493,47400,
1219,1495,153779,
1217,1494,254469,
1216,1491,90002,
1236,1502,185860,
1216,1495,194296,
1220,1501,93616,
1217,1495,244543,
1215,1495,158030,
1239,1505,59025,
1214,1493,46369,
1219,1499,185639,
1218,1499,42787,
1216,1494,92870,
1241,1501,196276,
1217,1495,244877,
1220,1499,105401,
1217,1499,246455,
1215,1495,195500,
1238,1502,81109,
1217,1497,42646,
1221,1497,180848,
1217,1498,37308,
1217,1494,90769,
1238,1503,190445,
1218,1497,233309,
1222,1497,102978,
1218,1497,242925,
1215,1494,190514,
1235,1501,79988,
1216,1497,33086,
1221,1499,170764,
1218,1502,32353,
1215,1496,84717,
1232,1499,183938,
1216,1495,235506,
1220,1500,100689,
1218,1503,230026,
1217,1494,174401,
1232,1499,74637,
1218,1495,25928,
1221,1497,158814,
1217,1506,22875,
1216,1495,79498,
1228,1500,177775,
1216,1496,234449,
1221,1499,99311,
1217,1506,223450,
1216,1494,180313,
1229,1499,77912,
1217,1494,21672,
1219,1497,162194,
1217,1512,31427,
1215,1496,77278,
1228,1499,169684,
1217,1496,219455,
1221,1496,96451,
1217,1512,218340,
1213,1495,177163,
1225,1497,78223,
1217,1496,17806,
1222,1493,172622,
1215,1517,46852,
1214,1492,74812,
1225,1497,175785,
1217,1492,246513,
1218,1494,99648,
1216,1516,214653,
1215,1493,177753,
1225,1497,80314,
1214,1495,13032,
1219,1495,179156,
1219,1514,53323,
1214,1494,71571,
1224,1497,190984,
1215,1495,25897,
1220,1493,103557,
1218,1513,217699,
1213,1493,224260,
1223,1498,97494,
1215,1494,9425,
1218,1493,196564,
1216,1515,68337,
1212,1492,68626,
1221,1497,185276,
1216,1493,15484,
1219,1491,101116,
1217,1509,212517,
1214,1492,210664,
1222,1497,93028,
1216,1494,260189,
1220,1493,181318,
1216,1509,59449,
1214,1493,60063,
1220,1496,180763,
1216,1494,15624,
1218,1492,97820,
1215,1507,205371,
1215,1491,213730,
1218,1498,94669,
1217,1494,255769,
1217,1493,183348,
1218,1506,62669,
1213,1492,55373,
1219,1497,172044,
1215,1494,7809,
1218,1493,95348,
1220,1504,199408,
1215,1493,203577,
1221,1497,91869,
1215,1495,251764,
1218,1491,165709,
1221,1503,52136,
1216,1492,52606,
1218,1499,162735,
1218,1498,256978,
1218,1492,91314,
1225,1504,191940,
1215,1495,196521,
1220,1499,90731,
1214,1497,248211,
1216,1493,166632,
1229,1507,54491,
1215,1496,48691,
1221,1499,182167,
1216,1497,27471,
1218,1493,91529,
1232,1502,199473,
1215,1494,240662,
1219,1499,99512,
1217,1497,248611,
1217,1495,207286,
1236,1504,81515,
1218,1496,45840,
1220,1499,187813,
1217,1495,40808,
1218,1493,91008,
1237,1503,194799,
1216,1496,231639,
1221,1496,97829,
1217,1496,242147,
1215,1493,165333,
1237,1502,66139,
1214,1494,41049,
1219,1496,151752,
1217,1496,257920,
1216,1495,86580,
1236,1502,181585,
1215,1495,202409,
1219,1497,95367,
1217,1496,239951,
1215,1492,182061,
1237,1501,73335,
1217,1495,31615,
1220,1498,158569,
1216,1497,13842,
1213,1494,81627,
1235,1500,175803,
1214,1495,210784,
1219,1498,95184,
1216,1497,227848,
1216,1492,164617,
1234,1498,68645,
1216,1496,25905,
1220,1498,160653,
1218,1500,19991,
1217,1495,79144,
1232,1500,179619,
1216,1496,234167,
1219,1500,97338,
1216,1502,223549,
1216,1494,179685,
1232,1499,75073,
1217,1496,23465,
1220,1499,156149,
1217,1505,17530,
1215,1497,76432,
1230,1501,169011,
1216,1498,210921,
1221,1501,94194,
1219,1510,218615,
1214,1497,163442,
1228,1499,69682,
1217,1496,19260,
1220,1498,149279,
1217,1511,15676,
1216,1496,74270,
1227,1500,166859,
1216,1496,214356,
1220,1498,94921,
1218,1514,216122,
1215,1496,165202,
1226,1501,71927,
1217,1499,15291,
1218,1499,149256,
1217,1522,20793,
1215,1499,72246,
1225,1508,165070,
1218,1508,217722,
1221,1511,94443,
1218,1541,211730,
1216,1529,168546,
1226,1544,75981,
1220,1559,10733,
1222,1579,151577,
1220,1630,29523,
1218,1646,69663,
1226,1697,165222,
1223,1749,228591,
1228,1822,95937,
1236,1932,209371,
1253,2023,171535,
1302,2167,78102,
1361,2338,5081,
1474,2548,168197,
1628,2810,46679,
1839,3059,66867,
2113,3355,163935,
2415,3659,237728,
2760,3969,97201,
3115,4291,206060,
3475,4563,177205,
3840,4837,83239,
4178,5085,258449,
4506,5303,162068,
4797,5510,44771,
5066,5679,58453,
5334,5876,165458,
5610,6090,250969,
5912,6332,95191,
6230,6617,199407,
6566,6894,178634,
6924,7206,84026,
7287,7540,254485,
7686,7896,152376,
8108,8297,41245,
8573,8727,55028,
9113,9240,161499,
9723,9831,248538,
10446,10530,92505,
11300,11374,194671,
12298,12346,184518,
13487,13511,86709,
14870,14862,249877,
16477,16426,151150,
18284,18191,42143,
20281,20123,51550,
22473,22236,154365,
24820,24494,242432,
27333,26918,90498,
30074,29587,190259,
33102,32546,184216,
36486,35859,87233,
40153,39453,247403,
44001,43234,160960,
47996,47200,50911,
52159,51385,48510,
56301,55639,154901,
61234,60786,248329,
66613,66451,89040,
71946,72184,186959,
77776,78501,186080,
83656,84966,88183,
89309,91315,1426,
95592,98396,255811,
102187,105593,101363,
108844,113582,121520,
116186,122004,45593,
123475,129914,73401,
130994,139069,127614,
138566,148039,72992,
145666,157294,46994,
154726,167887,122129,
164229,179207,101450,
173911,188369,33661,
183645,202230,104285,
192011,212665,120939,
198399,220610,45755,
201919,225630,79586,
203685,228340,128250,
204347,229758,73277,
204592,230355,53983,
204631,230715,124615,
204593,230841,103159,
204574,230848,39936,
204654,230887,110102,
204882,231040,121561,
205275,231367,48860,
205804,231771,85164,
206327,232222,91001,
206909,232667,229327,
207390,233023,44752,
207743,233206,119821,
207890,233159,50658,
207859,232832,22743,
207737,232335,107522,
207692,231820,113356,
207746,231268,44162,
207807,230526,86127,
207772,229521,121436,
207776,228381,72720,
207940,227307,60636,
208182,226289,117657,
208461,225295,98281,
209022,224634,44994,
210422,224737,107338,
212195,225247,111709,
214307,226173,50775,
217409,228677,87917,
221666,231993,115273,
225956,235301,73841,
230117,238471,65233,
233827,241322,111853,
237276,243668,96407,
240122,245510,48597,
242537,246970,105333,
244499,247916,107337,
246090,248779,53279,
247261,249482,91152,
248370,249986,109785,
249251,250366,72832,
250051,250656,68165,
250694,250857,105354,
251280,251045,88381,
251801,251193,47228,
252347,251330,96862,
252789,251451,93871,
253227,251534,45796,
253629,251658,80447,
254005,251720,92958,
254366,251787,57723,
254677,251860,55871,
255036,251950,87086,
255351,252016,71187,
255674,252089,38653,
255956,252153,79413,
256260,252221,76385,
256521,252289,35420,
256813,252355,64984,
257074,252413,76287,
257312,252478,44833,
257559,252531,43619,
257817,252576,70821,
258039,252645,55722,
258254,252715,30131,
258471,252747,64496,
258679,252810,61567,
258867,252853,27303,
259090,252901,52374,
259292,252936,62156,
259464,252984,34595,
259691,253066,39144,
259893,253122,58583,
260073,253169,42785,
260231,253222,25925,
260423,253254,52944,
260593,253296,48769,
260751,253332,21825,
260885,253348,41576,
261031,253390,48313,
261180,253404,22066,
261316,253443,26981,
261470,253473,45452,
261561,253509,27598,
261682,253522,15467,
261813,253547,38467,
261875,253548,35060,
261946,253545,11457,
262018,253562,28155,
262093,253579,36686,
262170,253586,11380,
262063,253588,15017,
262121,253598,35216,
262182,253597,16790,
262279,253632,6417,
262316,253613,27896,
262379,253620,23056,
262413,253622,2759,
262446,253625,17782,
262489,253608,26209,
262517,253608,3424,
262580,253603,5493,
262601,253606,25832,
262646,253593,7965,
262647,253614,583,
262710,253606,18737,
262781,253611,11764,
262831,253635,258943,
262892,253620,9923,
262939,253635,17495,
262998,253656,260888,
263080,253659,3276,
263150,253684,19248,
263215,253682,1584,
263294,253734,260769,
263352,253774,14058,
263439,253775,7249,
263486,253791,258070,
263597,253806,4804,
263656,253828,11555,
263727,253838,256332,
263792,253866,259604,
263861,253875,14467,
263910,253893,257566,
263973,253883,254468,
263992,253899,9379,
264003,253890,1017,
264016,253878,253152,
264021,253861,12,
264048,253868,6156,
263994,253838,251553,
263973,253806,254326,
263929,253774,9694,
263900,253751,251807,
263875,253716,247289,
263811,253689,4977,
263771,253644,257845,
263732,253622,247502,
263687,253584,257274,
263617,253549,1821,
263591,253511,247329,
263540,253458,249746,
263475,253423,5838,
263401,253356,249111,
263323,253337,248525,
263261,253291,2745,
263219,253226,253562,
263130,253178,246428,
263058,253136,255051,
263001,253092,259143,
262954,253043,245176,
262888,253000,247626,
262835,252963,1847,
262784,252911,244854,
262748,252872,244228,
262666,252821,261700,
262601,252775,249252,
262557,252745,243507,
262494,252706,252178,
262423,252664,256064,
262354,252618,243103,
262319,252595,244997,
262252,252542,261219,
262194,252514,241271,
262144,252464,239485,
262067,252432,258159,
262032,252385,244091,
262008,252356,237235,
261925,252322,248569,
261914,252322,251844,
261886,252266,235815,
261838,252238,238835,
261830,252209,257429,
261785,252173,236041,
261777,252149,233993,
261719,252111,255820,
261733,252080,240245,
261728,252078,234466,
261716,252077,246305,
261736,252071,248130,
261757,252056,233179,
261772,252056,236199,
261792,252057,253564,
261797,252038,226514,
261817,252043,226688,
261815,252048,253051,
261829,252026,229615,
261827,252027,217439,
261841,252014,242494,
261845,252007,240663,
261844,251983,214503,
261850,251975,229766,
261842,251959,248603,
261829,251962,217383,
261820,251945,221137,
261818,251940,251109,
261793,251917,226660,
261777,251905,217062,
261784,251894,243064,
261769,251864,238908,
261764,251866,215016,
261751,251868,230945,
261782,251843,247633,
261777,251849,216858,
261783,251863,221227,
261787,251840,249928,
261828,251850,224363,
261849,251847,215997,
261863,251849,242981,
261894,251837,236666,
261918,251846,213563,
261930,251849,230267,
261947,251827,246182,
261943,251810,215620,
261932,251802,221482,
261913,251790,250441,
261911,251751,225251,
261905,251746,218086,
261895,251722,244711,
261890,251719,237585,
261883,251708,215996,
261937,251710,232668,
261944,251737,247248,
261996,251758,217960,
262028,251749,223757,
262040,251754,251050,
262062,251753,224234,
262086,251747,218151,
262107,251751,244943,
262131,251748,236177,
262168,251767,216389,
262224,251860,233793,
262264,251881,246133,
262293,251904,217669,
262317,251893,223783,
262356,251903,250470,
262384,251942,223280,
262433,251921,218419,
262463,251937,245247,
262496,251954,234575,
262565,251963,216022,
262562,251961,234222,
262618,251957,244537,
262662,251970,216823,
262693,251988,224202,
262695,251988,249811,
262751,252001,222746,
262754,251982,219278,
262819,251993,246129,
262826,251993,233825,
262835,251996,216762,
262865,251996,235344,
262930,252007,244345,
