0,1,2,3,4,5,6,7,8,9
300512.0,256980.0,,,,,,,,
300516.0,257020.0,,,,,,,,
300522.0,257067.0,,,,,,,,
300527.0,257125.0,,,,,,,,
300532.0,257161.0,,,,,,,,
300537.0,257195.0,,,,,,,,
300542.0,257257.0,,,,,,,,
300547.0,257290.0,,,,,,,,
300552.0,257336.0,,,,,,,,
300557.0,257371.0,,,,,,,,
300562.0,257425.0,,,,,,,,
300567.0,257469.0,,,,,,,,
300572.0,257509.0,,,,,,,,
300577.0,257554.0,,,,,,,,
300582.0,257619.0,,,,,,,,
300587.0,257646.0,,,,,,,,
300592.0,257704.0,,,,,,,,
300597.0,257750.0,,,,,,,,
300602.0,257793.0,,,,,,,,
300607.0,257835.0,,,,,,,,
300612.0,257890.0,,,,,,,,
300617.0,257910.0,,,,,,,,
300622.0,257971.0,,,,,,,,
300627.0,258013.0,,,,,,,,
300632.0,258051.0,,,,,,,,
300637.0,258094.0,,,,,,,,
300642.0,258125.0,,,,,,,,
300647.0,258178.0,,,,,,,,
300652.0,258218.0,,,,,,,,
300657.0,258235.0,,,,,,,,
300662.0,258310.0,,,,,,,,
300667.0,258375.0,,,,,,,,
300672.0,258414.0,,,,,,,,
300677.0,258431.0,,,,,,,,
300682.0,258485.0,,,,,,,,
300687.0,258524.0,,,,,,,,
300692.0,258569.0,,,,,,,,
300697.0,258637.0,,,,,,,,
300702.0,258669.0,,,,,,,,
300707.0,258747.0,,,,,,,,
300712.0,258782.0,,,,,,,,
300717.0,258847.0,,,,,,,,
300722.0,258897.0,,,,,,,,
300727.0,258959.0,,,,,,,,
300732.0,259020.0,,,,,,,,
300737.0,259045.0,,,,,,,,
300742.0,259076.0,,,,,,,,
300747.0,259106.0,,,,,,,,
300752.0,259087.0,,,,,,,,
300757.0,259008.0,,,,,,,,
300762.0,258915.0,,,,,,,,
300767.0,258729.0,,,,,,,,
300772.0,258510.0,,,,,,,,
300777.0,258245.0,,,,,,,,
300782.0,257962.0,,,,,,,,
300787.0,257585.0,,,,,,,,
300792.0,257241.0,,,,,,,,
300797.0,256832.0,,,,,,,,
300802.0,256437.0,,,,,,,,
300807.0,256021.0,,,,,,,,
300812.0,255616.0,,,,,,,,
300818.0,255198.0,,,,,,,,
300822.0,254793.0,,,,,,,,
300827.0,254401.0,,,,,,,,
300832.0,254051.0,,,,,,,,
300838.0,253731.0,,,,,,,,
300843.0,253391.0,,,,,,,,
300847.0,253162.0,,,,,,,,
300852.0,252903.0,,,,,,,,
300858.0,252697.0,,,,,,,,
300863.0,252514.0,,,,,,,,
300868.0,252349.0,,,,,,,,
300873.0,252244.0,,,,,,,,
300878.0,252146.0,,,,,,,,
300883.0,252068.0,,,,,,,,
300888.0,252005.0,,,,,,,,
300893.0,251938.0,,,,,,,,
300898.0,251926.0,,,,,,,,
300903.0,251929.0,,,,,,,,
300908.0,251939.0,,,,,,,,
300913.0,251943.0,,,,,,,,
300918.0,251960.0,,,,,,,,
300923.0,252015.0,,,,,,,,
300928.0,252020.0,,,,,,,,
300933.0,252073.0,,,,,,,,
300938.0,252131.0,,,,,,,,
300943.0,252192.0,,,,,,,,
300948.0,252254.0,,,,,,,,
300953.0,252330.0,,,,,,,,
300958.0,252399.0,,,,,,,,
300963.0,252471.0,,,,,,,,
300968.0,252533.0,,,,,,,,
300973.0,252616.0,,,,,,,,
300978.0,252688.0,,,,,,,,
300983.0,252773.0,,,,,,,,
300988.0,252844.0,,,,,,,,
300993.0,252901.0,,,,,,,,
300998.0,253044.0,,,,,,,,
301003.0,253128.0,,,,,,,,
301008.0,253225.0,,,,,,,,
301013.0,253333.0,,,,,,,,
301018.0,253440.0,,,,,,,,
301023.0,253554.0,,,,,,,,
301028.0,253674.0,,,,,,,,
301033.0,253777.0,,,,,,,,
301038.0,253880.0,,,,,,,,
301043.0,253982.0,,,,,,,,
301048.0,254101.0,,,,,,,,
301053.0,254220.0,,,,,,,,
301058.0,254314.0,,,,,,,,
301063.0,254379.0,,,,,,,,
301068.0,254458.0,,,,,,,,
301073.0,254508.0,,,,,,,,
301078.0,254553.0,,,,,,,,
301083.0,254609.0,,,,,,,,
301088.0,254634.0,,,,,,,,
301093.0,254675.0,,,,,,,,
301098.0,254655.0,,,,,,,,
301103.0,254641.0,,,,,,,,
301108.0,254640.0,,,,,,,,
301113.0,254612.0,,,,,,,,
301118.0,254609.0,,,,,,,,
301123.0,254540.0,,,,,,,,
301128.0,254509.0,,,,,,,,
301133.0,254465.0,,,,,,,,
301138.0,254426.0,,,,,,,,
301143.0,254389.0,,,,,,,,
301148.0,254340.0,,,,,,,,
301153.0,254305.0,,,,,,,,
301158.0,254247.0,,,,,,,,
301163.0,254220.0,,,,,,,,
301168.0,254187.0,,,,,,,,
301174.0,254184.0,,,,,,,,
301179.0,254142.0,,,,,,,,
301183.0,254136.0,,,,,,,,
301188.0,254155.0,,,,,,,,
301194.0,254142.0,,,,,,,,
301199.0,254148.0,,,,,,,,
301204.0,254176.0,,,,,,,,
301209.0,254182.0,,,,,,,,
301214.0,254211.0,,,,,,,,
301219.0,254240.0,,,,,,,,
301224.0,254292.0,,,,,,,,
301229.0,254331.0,,,,,,,,
